key,title,year,authors,reviewer1_decision,ai_decision,ai_reason,agreement
rayyan-486161342,"Ultrasound-guided arm ports: Indications, techniques, and management",,Marcy P.Y. and Lacout A. and Thariat J. and Figl A. and Merckx J.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161343,Central venous access devices in pediatric malignancies: A position paper of Italian association of pediatric hematology and oncology,,Crocoli A. and Tornesello A. and Pittiruti M. and Barone A. and Muggeo P. and In,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161344,Pre-procedure ultrasound for central venous cannulation: A peep into reality,,Goyal R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161345,Closed vs open systems: When should short peripheral intravenous catheters be the first choice?,,Vallecoccia M.S. and De Pascale G. and Taraschi C. and De Angelis Durante R. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161346,Aortic valve replacement through right minithoracotomy: Is it really biologically minimally invasive?,,Mikus E. and Turci S. and Calvi S. and Ricci M. and Dozza L. and Del Giglio M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161347,Left atrial thrombus after complete left atrial appendage exclusion with LARIAT device,,Koranne K.P. and Fernando R.R. and Laing S.T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161348,Aortic arch surgery after previous type A dissection repair: Results up to 5 years,,Bajona P. and Quintana E. and Schaff H.V. and Daly R.C. and Dearani J.A. and Gre,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161349,Treatment of methicillin-sensitive Staphylococcus aureus bacteremia secondary to septic phlebitis using dalbavancin,,Cho J.C. and Estrada S.J. and Beltran A.J. and Revuelta M.P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161350,Unusual complication of a central venous catheter in a thoracoabdominal trauma,,Kaldirim Ü. and Yolcu Ü. and Ilhan A. and Bilgiç S.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161351,"Let ""US"" guide the way?",,Nair P.K. and Walker C.M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161352,High Transcatheter Valve Replacement May Reduce Washout in the Aortic Sinuses: an In-Vitro Study,,Kumar G. and Raghav V. and Lerakis S. and Yoganathan A.P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161353,Contribution of Ultrasound for Peripheral Intravenous Catheter Placement by Intensive Care Nurses,,,EXCLUDE,MAYBE,USG vs landmark PIVC comparison but unclear if post-insertion outcomes reported,DISAGREE
rayyan-486161354,Office-based denver peritoneovenous shunt for malignant ascites: A feasibility study,,Sandrucci S. and Gibin E. and Esposito L. and Mussa B.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161355,Central venous catheter infections in home parenteral nutrition: Changes in two last decades in a pediatric cohort of short bowel syndrome,,Capriati T. and Di Ciommo Laurora V. and Torre G. and Candusso M. and Iacono A. ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161356,"Making the business case for infusion teams: The purpose, people, and process",,Hadaway L. and Wise M. and Orr M. and Bayless A. and Dalton L. and Guerin G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161357,Extrahepatic portal vein puncture with hemorrhage in the transjugular intrahepatic portosystemic shunt: Treatment with covered stent,,Zhao J.-B. and Chao F. and Xiaofeng H.X. and Qing-Le Z. and Yan-hao L. and Chen ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161358,The SICA Protocol: A Bundle of Interventions for the Safe Insertion of Central Venous Catheters in Adult Patients,,Pittiruti M. and Scoppettuolo G. and LaGreca A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161359,A prospective review of survival rates of ultrasound guided peripheral intravenous catheters,,Joseph S. and Brackney A. and Bahl A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161360,The Use of Cardiovascular Biomarkers in Abdominal Aortic Surgery: Possibility of Risk Assessment and Stratification,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161361,Real-time in-plane ultrasound-guided supraclavicular approach to subclavian vein cannulation in cardiac surgery: An underused approach,,Marei T.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161362,Venous access catheter-related thrombosis in patients with cancer,,Gaddh M. and Antun A. and Yamada K. and Gupta P. and Tran H. and El Rassi F. and,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161363,Two in a single procedure: Combined approach for MitraClip implantation and left atrial appendage occlusion using the watchman device,,Schade A. and Kerber S. and Hamm K.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161364,Greater saphenous venous access as an alternative in children,,Aria D.J. and Vatsky S. and Kaye R. and Schaefer C. and Towbin R.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161365,Comparative study of valved and nonvalved fully implantable catheters inserted via ultrasound-guided puncture for chemotherapy,,Zottele Bomfim G.A. and Wolosker N. and Yazbek G. and Bernardi C.V. and Valentim,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161366,Decreasing central venous catheter utilization in apheresis with bard siterite prevue ultrasound system and bard powerglide midline,,Morelli Z.M. and Cole N.A. and Cash L. and Dill R. and Dalton L. and Wintz J. an,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161367,Percutaneous ultrasound-guided central venous catheters: The lateral in-plane technique for internal jugular vein access,,Rossi U.G. and Rigamonti P. and Tichà V. and Zoffoli E. and Giordano A. and Gal,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161368,Is there a relationship between serum paraoxonase level and epicardial fat tissue thickness?,,Ertem A.G. and Erayman A. and Efe T.H. and Karaduman B.D. and Aydin H.I. and Bil,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161369,Removal of intracardiac fractured port-a catheter utilizing an existing forearm peripheral intravenous access site in the cath lab,,Choksy P. and Zaidi S.S. and Kapoor D.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161370,Which criteria demand additive stenting during catheter-directed thrombolysis?,,Bækgaard N. and Just S. and Foegh P.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161371,Iliac vein stenting as an adjunct to four layer dressing in the healing of chronic venous ulcers,,Selvaraj A.D. and Premkumar P. and Raj S.P. and kota A.A. and Agarwal S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161372,Infections related to totally implantable venous-access ports,,Schreiber J.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161373,A single-incision technique for placement of implantable venous access ports via the axillary vein,,Seo T.-S. and Song M.G. and Kang E.-Y. and Lee C.H. and Yong H.S. and Doo K.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161374,Is it possible to process to endomyocardial biopsy with right internal jugular occlusion without X-ray?,,Toscano G. and Bortolami A. and Gerosa G.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161375,Ultrasonography as a guide during vascular access procedures and in the diagnosis of complications,,Vezzani A. and Manca T. and Vercelli A. and Braghieri A. and Magnacavallo A.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161376,Outcome of radiologically placed tunneled haemodialysis catheters,,Sayani R. and Anwar M. and Tanveer-ul-Haq and Al-Qamari N. and Bilal M.A.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161377,Beau's lines after cardiac arrest,,Gugelmann H.M. and Gaieski D.F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161378,Rationale and design of the PRognostic Importance of MIcrovascular Dysfunction in asymptomatic patients with Aortic Stenosis (PRIMID-AS): A multicentr,,Singh A. and Ford I. and Greenwood J.P. and Khan J.N. and Uddin A. and Berry C. ,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161379,Ultrasonography-guided central venous catheterisation in haematological patients with severe thrombocytopenia,,Napolitano M. and Malato A. and Raffaele F. and Palazzolo M. and Iacono G.L. and,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161380,Ultrasound guided peripherally inserted central venous catherization (PICC) by microintroducer technique: A new experience,,Bhurani D.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161381,The incidence of central line associated bacteremia after the introduction of midline catheters,,Diaz K. and Pathak R. and Patel A. and Enuh H. and Adekunle O.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161382,The use of implantable venous port systems in oncopaediatrics: Implantation technique and tactics of exploitation,,Rykov M. and Gyokova E. and Polyakov V.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161383,Peripheral venous catheter-related Efaecalis sepsis with fatal outcome,,Frosinski J.J. and Brunkhorst F.M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161384,Hemodynamic pressure waveform analysis in predicting fluid responsiveness,,Roy S. and Couture P. and Qizilbash B. and Toupin F. and Levesque S. and Carrier,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161385,Peripheral venous catheter-related E. faecalis sepsis with fatal outcome,,Frosinski J.J. and Brunkhorst F.M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161386,Less invasive percutaneous closure of persistent arterial duct in children below 10 kilos,,Kusa J. and Raś M. and Cześniewicz P. and Nahirny R.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161387,Off label use of power injectable double lumen Piccs for apheresis and hemodiafiltration in neonates and children,,Biasucci D.G. and Pittiruti M. and Pulitanò S. and Mancino A. and Piastra M. and,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161388,Foam sclerotherapy,,Reich-Schupke S. and Stücker M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161389,A Randomized Controlled Trial To Compare The Initial Success Rate of Ultrasound Guided Versus Landmark Approach For Placement of Peripheral Intravenou,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161390,Incidence and risk factors for long term central venous catheter (CVC-LT) related thrombosis in oncological patients: A prospective survey,,De Antoniis F. and Spinelli A. and Balsorano P. and Contri S. and Cappellini E. ,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161391,Is low weight molecular heparin prophylaxis useful for patients with long term central vein catheter-related sheaths?,,De Antoniis F. and Savino A. and Spinelli A. and Pittiruti M. and Villa G. and B,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161392,Prevention of Post-Cardiac Surgery Vitamin D Deficiency in Children With Congenital Heart Disease: A Pilot Dose Evaluation Randomized Controlled Trial,,,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161393,Stroke in young patients with paroxysmal supraventricular tachycardia: A report of two cases of thromboembolic stroke,,Huihui B. and Juxiang L. and Jianghua Y. and Hong K. and Yifei D. and Xiaoshu C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161394,New approach to insert peripherally inserted central catheter in critically ill pediatric patients,,Gaspar H.A. and Carvalho W.B. and Delgado A.F.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161395,Diagnosis and insertion of Hickman catheter for a patient with persistent left superior vena cava,,Chen C.-Y. and Chu Y.-C. and Chang W.-K. and Chan K.-H. and Chen P.-T.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161396,Ultrasound Detection of Peripheral IV Infiltration,,,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161397,Flow observations in elastic stenosis biomodel with comparison to rigid-like model,,Shimizu Y. and Javadzadegan A. and Hayase T. and Ohta M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161398,Transcatheter aortic valve implantation via transaortic access: A bail-out strategy in unexpectedly inoperable patients,,Bonaros N. and Bartel T. and Friedrich G. and Müller S. and Feuchtner G. and Sch,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161399,Role of Preoperative Femoral Artery Color Doppler Echocardiography in Minimally Invasive Cardiac Surgery,,Ceresa F. and Sansone F. and Patanè F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161400,Ultrasound-guided supraclavicular central venous catheterization in patients with malignant hematologic diseases,,Yamauchi M. and Sasaki H. and Yoshida T. and Niiya T. and Mizuno E. and Narimats,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161401,Our experience in device implantation in patients with persistent left superior vena cava,,Kilic¸aslan F. and Tokatli A. and Uzun M. and Yalc¸in M. and Işilak Z. and Cebec,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161402,"Three-dimensional modelling of the venous system by direct multislice helical computed tomography venography: Technique, indications and results",,Uhl J.F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161403,How to perform transpopliteal arterial puncture,,Belli A.-M.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161404,Sonographic guidance for tunneled central venous catheters insertion in pediatric oncologic patients: Guided punctures and guide wire localization,,Meselhy G.T. and Sallam K.R. and Elshafiey M.M. and Refaat A. and Samir A. and Y,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161405,Efficacy of a recombinant factor IX in mouse models of hemophilia B,,Hoellriegl W. and Schiviz A. and Eder B. and Leidenmuehler P. and Ehrlich H. and,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161406,Waiting to exhale,,Llemit S. and Hira R.S.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161407,Transthoracic echo to confirm internal jugular guide wire position,,Nurmohamed A. and Rumman A. and Arellano R. and Milne B. and Tanzola R.,EXCLUDE,EXCLUDE,Non-PIVC device (PICC/CVC/midline/arterial),AGREE
rayyan-486161408,Minimally invasive treatment of varicose veins: Endovenous laser ablation (EVLA),,Galanopoulos G. and Lambidis C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161409,Patient acceptability of awake interscalene brachial plexus block,,Pollitt C. and Khan M. and Farmer R. and Ahmad I.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161410,Failure of aortic valve replacement to improve objective functional capacity in patients with isolated severe aortic stenosis,,Steadman C.D. and Jerosch-Herold M. and Grundy B. and Ng L.L. and Squire I.B. an,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161411,Comfort during ultrasound guided interscalene brachial plexus block-local anaesthetic to the skin is more painful than the block needle,,Khan M. and Pollitt C. and Farmer R. and Ahmed I.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161412,Venous thrombosis following femoral venous access for electrophysiology studies: An on-going challenge,,Tompkins C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161413,Reply from the authors,,Breschan C.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161414,Outcomes of using a modified seldinger technique for long term intravenous therapy in hospitalized patients with difficult venous access,,Warrington W.G. and Penoyer D.A. and Kamps T.A. and Van Hoeck E.H.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
rayyan-486161415,Ultrasonography-guided peripheral intravenous access: Regular technique versus seldinger technique in patients with difficult vascular access,,El-Shafey E.M. and Tammam T.F.,EXCLUDE,EXCLUDE,No ultrasound guidance mentioned,AGREE
